qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,qid,glove.topn3,glove.topn3.bm25.map,qid,glove.topn3.replace,glove.topn3.replace.bm25.map,qid,tagmee.topn3,tagmee.topn3.bm25.map,qid,tagmee.topn3.replace,tagmee.topn3.replace.bm25.map,qid,stem.lovins,stem.lovins.bm25.map
20395,amtrak emeryville,0.7034,20395,amtrak emeryville,,20395,amtrak emeryville,0.7034,20395,amtrak emeryville,0.7034,20463,the weather,,20395,amtrak emeryville,0.7034
20396,acrobat reader 7,0.0,20396,acrobat reader   ooooooooooooooooooooooooooooooooooooooo juggler viewer,,20396,ooooooooooooooooooooooooooooooooooooooo juggler viewer,0.0,20396,acrobat reader   Adobe Acrobat,0.0,20464,Crab dip Hors d oeuvre,,20396,acrobat reader,0.0
20398,variable number tandem repeat,0.5191,20398,variable number tandem repeat i e  many str  bb k      meant,,20398,i e  many str  bb k      meant,0.0,20398,variable number tandem repeat Variable number tandem repeat,0.5188,20467,sanctuary lyrics,,20398,vari number tandem repeat,0.3269
20399,how to get around surf control,0.0,20399,get around surf control got just   surfers,,20399,got just   surfers control,0.0,20399,get around surf control SurfControl,0.0,20468,San Diego County  California Park and ride,,20399,how to ges around surf control,0.0
20405,347 ford engines,0.1129,20405,    ford engines         motors chrysler diesel,,20405,        motors chrysler diesel,0.0,20405,    ford engines Ford Motor Company Engine,0.0059,20470,tetanus vaccine,,20405,ford eng,0.0
20409,newspapers,0.0085,20409,newspapers,,20409,newspapers,0.0085,20409,newspapers,0.0085,20472,ambra jones,,20409,newspapers,0.0085
20411,black hole pictures,0.1983,20411,black hole pictures white dark woods photographs,,20411,white dark woods photographs,0.0,20411,black hole pictures Black hole,0.1806,20480,randy miller,,20411,black hol pictur,0.0
20412,hospital anxiety and depression scale,0.2733,20412,hospital anxiety depression scale medical nervousness anxiety alcoholism massive extent,,20412,medical nervousness anxiety alcoholism massive extent,0.0,20412,hospital anxiety depression scale Hospital Anxiety and Depression Scale,0.2732,20481,Calvert Cliffs State Park Maryland,,20412,hospit anxies and depres scal,0.0001
20416,companies that hire secret shoppers,0.5429,20416,companies hire secret shoppers firms businesses supposedly secretly shopping,,20416,firms businesses hire supposedly secretly shopping,0.0,20416,companies hire secret shoppers Corporation Employment Shopping,0.2366,20484,lake maps,,20416,compan that hir secres shopper,0.0
20419,how to get a divorce,0.0219,20419,get divorce got marriage,,20419,got marriage,0.0,20419,get divorce,0.0169,20485,german pens,,20419,how to ges a divorc,0.0003
20420,ibew,0.2189,20420,ibew,,20420,ibew,0.2189,20420,ibew,0.2189,20486,Frying Pan Shoals Light,,20420,ibew,0.2189
20422,greek husbands,0.0714,20422,greek husbands,,20422,greek husbands,0.0714,20422,greek husbands,0.0714,20488,American Express American Express,,20422,greek husbands,0.0714
20424,growing tomatoes,0.0526,20424,growing tomatoes,,20424,growing tomatoes,0.0526,20424,growing tomatoes,0.0526,20490,prc,,20424,growing tomatoes,0.0526
20425,888 numbers,0.4196,20425,888 numbers,,20425,888 numbers,0.4196,20425,888 numbers,0.4196,20493,Weight gain Weight,,20425,888 numbers,0.4196
20426,arthur vasquez,0.0256,20426,arthur vasquez,,20426,arthur vasquez,0.0256,20426,arthur vasquez,0.0256,20496,Goodyear Tire and Rubber Company Fuel Tire,,20426,arthur vasquez,0.0256
20429,acutron,0.1288,20429,acutron,,20429,acutron,0.1288,20429,acutron,0.1288,20500,Bank holding company,,20429,acutron,0.1288
20431,oaklandtribune,0.0139,20431,oaklandtribune,,20431,oaklandtribune,0.0139,20431,oaklandtribune,0.0139,20503,zylotol,,20431,oaklandtribune,0.0139
20432,add,0.0,20432,add,,20432,add,0.0,20432,add,0.0,20505,bravo network,,20432,add,0.0
20434,dmv san francisco,0.0145,20434,dmv san francisco js   bohld francisco diego san diego,,20434,js   bohld francisco diego san diego,0.0,20434,dmv san francisco Washington metropolitan area San Francisco,0.0,20507,wilson,,20434,dmv san francisc,0.0125
20435,burrito recipes,0.0691,20435,burrito recipes,,20435,burrito recipes,0.0691,20435,burrito recipes,0.0691,20516,dreamweaver software,,20435,burrito recipes,0.0691
20437,smug mug photography,0.2982,20437,smug mug photography cocky smarmy goal pittsburgh photographic art,,20437,cocky smarmy goal pittsburgh photographic art,0.0,20437,smug mug photography SmugMug,0.3353,20517,wilsons disease,,20437,smug mug photograph,0.1955
20440,hotels near downtown houston,0.245,20440,hotels near downtown houston resorts nearby vicinity midtown waterfront dallas texas,,20440,resorts nearby vicinity midtown waterfront dallas texas,0.0,20440,hotels near downtown houston Hotel Downtown Houston,0.2171,20523,myron corporation,,20440,hotel near downtown houst,0.0037
20445,circumferance,0.2515,20445,circumferance,,20445,circumferance,0.2515,20445,circumferance,0.2515,20526,AirTran Airways Airline,,20445,circumferance,0.2515
20448,council bluffs,0.0521,20448,council bluffs,,20448,council bluffs,0.0521,20448,council bluffs,0.0521,20527,molly strong,,20448,council bluffs,0.0521
20451,marilyn bohn,0.728,20451,marilyn bohn,,20451,marilyn bohn,0.728,20451,marilyn bohn,0.728,20528,Pinecrest  Florida Tropical climate Garden,,20451,marilyn bohn,0.728
20455,fraxel laser,0.169,20455,fraxel laser,,20455,fraxel laser,0.169,20455,fraxel laser,0.169,20530,menstrual cycle,,20455,fraxel laser,0.169
20457,modern maid wall oven,0.0,20457,modern maid wall oven contemporary unlike housekeeper housemaid street bake stove,,20457,contemporary unlike housekeeper housemaid street bake stove,0.0,20457,modern maid wall oven Domestic worker Oven,0.0,20533,foreclosures list,,20457,modern maid wal oven,0.0
20459,washington post sudoku,0.168,20459,washington post sudoku d c  states                                               puzzles puzzle,,20459,d c  states                                               puzzles puzzle,0.0,20459,washington post sudoku The Washington Post Sudoku,0.168,20535,NBC Richard Engel,,20459,washingt post sudoku,0.0026
20460,troy built dealers,0.0,20460,troy built dealers aikman http   www co mo md us constructed building traders,,20460,aikman http   www co mo md us constructed building traders,0.0,20460,troy built dealers Troy  New York Car dealership,0.0,20536,Radiation therapy,,20460,tro built dealer,0.0
20463,the weather,0.0,20463,the weather,,20463,the weather,0.0,20463,the weather,0.0,20537,Golden Gate Bridge,,20463,the weather,0.0
20464,crab dip appetizer,0.0174,20464,crab dip appetizer lobster entree,,20464,lobster dip entree,0.0,20464,crab dip appetizer Crab dip Hors d oeuvre,0.0062,20538,carl epstein,,20464,crab dip appes,0.0124
20467,sanctuary lyrics,0.0918,20467,sanctuary lyrics,,20467,sanctuary lyrics,0.0918,20467,sanctuary lyrics,0.0918,20539,model trains,,20467,sanctuary lyrics,0.0918
20468,san diego parking,0.0012,20468,san diego parking francisco diego san francisco garage garages,,20468,francisco diego san francisco garage garages,0.0,20468,san diego parking San Diego County  California Park and ride,0.0,20542,Fly  pentop computer,,20468,san dieg park,0.0
20470,tetanus vaccine,0.2243,20470,tetanus vaccine,,20470,tetanus vaccine,0.2243,20470,tetanus vaccine,0.2243,20544,Saint Barthélemy,,20470,tetanus vaccine,0.2243
20472,ambra jones,0.0023,20472,ambra jones,,20472,ambra jones,0.0023,20472,ambra jones,0.0023,20545,pita recipe,,20472,ambra jones,0.0023
20480,randy miller,0.0685,20480,randy miller,,20480,randy miller,0.0685,20480,randy miller,0.0685,20546,rio grande,,20480,randy miller,0.0685
20481,calvert cliffs maryland,0.0997,20481,calvert cliffs maryland http   www co mo md us tihg outcrops virginia md,,20481,http   www co mo md us tihg outcrops virginia md,0.0,20481,calvert cliffs maryland Calvert Cliffs State Park Maryland,0.0957,20548,ankle implants,,20481,calvers cliff maryland,0.0156
20482,girls getting it on,0.0,20482,girls getting boys got,,20482,boys got,0.0,20482,girls getting,0.0,20551,Cucurbita Recipe,,20482,girl ges it on,0.0
20484,lake maps,0.0102,20484,lake maps,,20484,lake maps,0.0102,20484,lake maps,0.0102,20555,glenohumeral subluxation,,20484,lake maps,0.0102
20485,german pens,0.5155,20485,german pens,,20485,german pens,0.5155,20485,german pens,0.5155,20556,menorraghia,,20485,german pens,0.5155
20486,frying pan tower,0.8349,20486,frying pan tower roasting frying skyscraper,,20486,roasting frying skyscraper,0.0,20486,frying pan tower Frying Pan Shoals Light,0.8333,20557,Trade Tax lien,,20486,fry pan tower,0.8349
20488,american express travel,0.1832,20488,american express travel u s  trips,,20488,u s  express trips,0.0,20488,american express travel American Express American Express,0.084,20559,Mobile phone Telephone directory,,20488,american expres travel,0.0
20490,prc,0.0,20490,prc,,20490,prc,0.0,20490,prc,0.0,20560,sports kits,,20490,prc,0.0
20493,how to gain weight,0.0158,20493,gain weight load,,20493,gain load,0.0,20493,gain weight Weight gain Weight,0.0103,20567,kathy ireland,,20493,how to gain weight,0.0158
20496,goodyear fuel max tires,0.0,20496,goodyear fuel max tires tire   stk gasoline prohertrib bulletinyyy tyres,,20496,tire   stk gasoline prohertrib bulletinyyy tyres,0.0,20496,goodyear fuel max tires Goodyear Tire and Rubber Company Fuel Tire,0.0,20569,Clarksville  Tennessee Clarksville  Tennessee,,20496,goodyear fuel mac tir,0.0
20500,bank holding companies,0.152,20500,bank holding companies held firms businesses,,20500,bank held firms businesses,0.0,20500,bank holding companies Bank holding company,0.152,20570,lg lhd45el,,20500,bank hold compan,0.0
20503,zylotol,0.1667,20503,zylotol,,20503,zylotol,0.1667,20503,zylotol,0.1667,20573,greece,,20503,zylotol,0.1667
20505,bravo network,0.6873,20505,bravo network,,20505,bravo network,0.6873,20505,bravo network,0.6873,20574,acidophilus,,20505,bravo network,0.6873
20507,wilson,0.0,20507,wilson,,20507,wilson,0.0,20507,wilson,0.0,20578,Real estate Auction,,20507,wilson,0.0
20516,dreamweaver software,0.0,20516,dreamweaver software,,20516,dreamweaver software,0.0,20516,dreamweaver software,0.0,20579,Garfield County  Colorado Colorado,,20516,dreamweaver software,0.0
20517,wilsons disease,0.3823,20517,wilsons disease,,20517,wilsons disease,0.3823,20517,wilsons disease,0.3823,20581,Piggly Wiggly Retail Advertising,,20517,wilsons disease,0.3823
20523,myron corporation,0.0,20523,myron corporation,,20523,myron corporation,0.0,20523,myron corporation,0.0,20583,Saugerties  New York Wilmette  Illinois School district,,20523,myron corporation,0.0
20526,air tran airlines,0.0036,20526,air tran airlines force flying nguyen luong airways,,20526,force flying nguyen luong airways,0.0,20526,air tran airlines AirTran Airways Airline,0.2758,20584,Traditional medicine Canker Aphthous stomatitis,,20526,air tran airl,0.0
20527,molly strong,0.0,20527,molly strong,,20527,molly strong,0.0,20527,molly strong,0.0,20586,weston,,20527,molly strong,0.0
20528,pinecrest tropical gardens,0.2041,20528,pinecrest tropical gardens kd   skaht storm cyclone terrace,,20528,kd   skaht storm cyclone terrace,0.0,20528,pinecrest tropical gardens Pinecrest  Florida Tropical climate Garden,0.2673,20589,nikki swanson,,20528,pinecrest trop garden,0.3756
20530,menstrual cycle,0.2459,20530,menstrual cycle,,20530,menstrual cycle,0.2459,20530,menstrual cycle,0.2459,20590,window well,,20530,menstrual cycle,0.2459
20533,foreclosures list,0.0086,20533,foreclosures list,,20533,foreclosures list,0.0086,20533,foreclosures list,0.0086,20591,microsoft home,,20533,foreclosures list,0.0086
20535,nbc richard engel,0.2467,20535,nbc richard engel cbs abc rohch rohsh hahlt em,,20535,cbs abc rohch rohsh hahlt em,0.0,20535,nbc richard engel NBC Richard Engel,0.2467,20592,Itch Thoracic cavity,,20535,nbc richard engel,0.2467
20536,external radiation therapy,0.4217,20536,external radiation therapy internal furthermore ionizing ultraviolet treatments,,20536,internal furthermore ionizing ultraviolet treatments,0.0,20536,external radiation therapy Radiation therapy,0.4406,20595,Texas,,20536,extern radi therap,0.0
20537,golden gate bridge,0.3656,20537,golden gate bridge http   www nwguild org k      entrance crossing,,20537,http   www nwguild org k      entrance crossing,0.0,20537,golden gate bridge Golden Gate Bridge,0.3656,20596,gsa catalog,,20537,gold gat bridg,0.0
20538,carl epstein,0.0152,20538,carl epstein,,20538,carl epstein,0.0152,20538,carl epstein,0.0152,20597,dumpster rental,,20538,carl epstein,0.0152
20539,model trains,0.1591,20539,model trains,,20539,model trains,0.1591,20539,model trains,0.1591,20598,route 666,,20539,model trains,0.1591
20542,how does the fly pentop computer work,0.4288,20542,fly pentop computer work software,,20542,fly pentop software work,0.5219,20542,fly pentop computer work Fly  pentop computer,0.5008,20601,garlic cholesterol,,20542,how do th fly pentop computer work,0.3739
20544,history of saint barthelemy,0.3498,20544,history saint barthelemy historical ever st  st barths thruh,,20544,historical ever st  st barths thruh,0.0162,20544,history saint barthelemy Saint Barthélemy,0.3483,20603,klinger gaskets,,20544,histor of saint barthelem,0.0
20545,pita recipe,0.204,20545,pita recipe,,20545,pita recipe,0.204,20545,pita recipe,0.204,20604,honda insight,,20545,pita recipe,0.204
20546,rio grande,0.0989,20546,rio grande,,20546,rio grande,0.0989,20546,rio grande,0.0989,20605,Cold War,,20546,rio grande,0.0989
20548,ankle implants,0.4893,20548,ankle implants,,20548,ankle implants,0.4893,20548,ankle implants,0.4893,20607,Hawaii Real estate,,20548,ankle implants,0.4893
20551,squash cassarole recipes,0.0,20551,squash cassarole recipes racquetball zucchini cookbooks,,20551,racquetball zucchini cassarole cookbooks,0.0,20551,squash cassarole recipes Cucurbita Recipe,0.0,20608,Central Intelligence Agency Hyde Park  New York,,20551,squash cassarol recip,0.0
20555,glenohumeral subluxation,0.6951,20555,glenohumeral subluxation,,20555,glenohumeral subluxation,0.6951,20555,glenohumeral subluxation,0.6951,20614,danny elfman,,20555,glenohumeral subluxation,0.6951
20556,menorraghia,0.8056,20556,menorraghia,,20556,menorraghia,0.8056,20556,menorraghia,0.8056,20617,cowboy crafts,,20556,menorraghia,0.8056
20557,how to buy tax liens,0.0325,20557,buy tax liens sell purchase income bb   kd,,20557,sell purchase income bb   kd,0.0,20557,buy tax liens Trade Tax lien,0.1075,20618,hematology reports,,20557,how to buy tac lien,0.0043
20559,cellular phone directory,0.1054,20559,cellular phone directory phones phone telephone cellphone,,20559,phones phone telephone cellphone,0.0,20559,cellular phone directory Mobile phone Telephone directory,0.0398,20620,Weather Eastern United States Caribbean,,20559,celll phon director,0.0
20560,sports kits,0.0179,20560,sports kits,,20560,sports kits,0.0179,20560,sports kits,0.0179,20622,pielet brothers,,20560,sports kits,0.0179
20567,kathy ireland,0.0266,20567,kathy ireland,,20567,kathy ireland,0.0266,20567,kathy ireland,0.0266,20624,george sanders,,20567,kathy ireland,0.0266
20569,clarksville tn rental property,0.1272,20569,clarksville tn rental property knoxville kd   knoxville rsm   rent estate,,20569,knoxville kd   knoxville rsm   rent estate,0.0,20569,clarksville tn rental property Clarksville  Tennessee Clarksville  Tennessee,0.0564,20628,krypton diagram,,20569,clarksvil tn rens propers,0.0017
20570,lg lhd45el,0.8529,20570,lg lhd45el,,20570,lg lhd45el,0.8529,20570,lg lhd45el,0.8529,20629,magnetic fields,,20570,lg lhd45el,0.8529
20573,greece,0.0062,20573,greece,,20573,greece,0.0062,20573,greece,0.0062,20630,tonga,,20573,greece,0.0062
20574,acidophilus,0.3497,20574,acidophilus,,20574,acidophilus,0.3497,20574,acidophilus,0.3497,20631,hague convention,,20574,acidophilus,0.3497
20578,houses for sale by auction,0.02,20578,houses sale auction buildings homes sell purchase,,20578,buildings homes sell purchase auction,0.0,20578,houses sale auction Real estate Auction,0.0,20641,New Bedford  Massachusetts,,20578,hous for sal by auc,0.0
20579,garfield county school district colorado,0.0,20579,garfield county school district colorado em   js  bb sheriff students area arizona denver,,20579,em   js  bb sheriff students area arizona denver,0.0,20579,garfield county school district colorado Garfield County  Colorado Colorado,0.0,20642,ph levels,,20579,garfield count school district colorad,0.0
20581,piggly wiggly store ads,0.0494,20581,piggly wiggly store ads wiggly   aou   piggly oly      box shop advertisements advertisement,,20581,wiggly   aou   piggly oly      box shop advertisements advertisement,0.1018,20581,piggly wiggly store ads Piggly Wiggly Retail Advertising,0.0357,20643,New Jersey,,20581,pig wig stor ad,0.0
20583,saugerties central school district,0.0095,20583,saugerties central school district ooooooooooooooooooooooooooooooooooooooo peesk part   students area,,20583,ooooooooooooooooooooooooooooooooooooooo peesk part   students area,0.0,20583,saugerties central school district Saugerties  New York Wilmette  Illinois School district,0.0053,20644,Richard Nixon,,20583,saugers centr school district,0.0
20584,home remedies for canker sores,0.5031,20584,home remedies canker sores where come herbal leucostoma infestation blisters ulcers,,20584,where come herbal leucostoma infestation blisters ulcers,0.0005,20584,home remedies canker sores Traditional medicine Canker Aphthous stomatitis,0.2754,20649,Wentzville  Missouri School district,,20584,hom remed for canker sor,0.0283
20586,weston,0.0185,20586,weston,,20586,weston,0.0185,20586,weston,0.0185,20650,nicknames,,20586,weston,0.0185
20589,nikki swanson,0.0,20589,nikki swanson,,20589,nikki swanson,0.0,20589,nikki swanson,0.0,20652,Google Person Finder,,20589,nikki swanson,0.0
20590,window well,,20590,window well,,20590,window well,,20590,window well,,20655,foodnetwork,,20590,window well,
20591,microsoft home,0.0,20591,microsoft home,,20591,microsoft home,0.0,20591,microsoft home,0.0,20656,1940 census,,20591,microsoft home,0.0
20592,itching inside chest,,20592,itching inside chest irritation swelling outside where neck abdomen,,20592,irritation swelling outside where neck abdomen,,20592,itching inside chest Itch Thoracic cavity,,20658,East Orange  New Jersey Orange  Virginia,,20592,itch insid chest,
20595,texas auction academy,0.7143,20595,texas auction academy kansas austin sciences,,20595,kansas austin auction sciences,0.0,20595,texas auction academy Texas,0.7667,20660,berkley insurance,,20595,tic auc academ,0.0009
20596,gsa catalog,0.0,20596,gsa catalog,,20596,gsa catalog,0.0,20596,gsa catalog,0.0,20661,Technology Medicine,,20596,gsa catalog,0.0
20597,dumpster rental,0.1116,20597,dumpster rental,,20597,dumpster rental,0.1116,20597,dumpster rental,0.1116,20662,abbeyville sc,,20597,dumpster rental,0.1116
20598,route 666,0.459,20598,route 666,,20598,route 666,0.459,20598,route 666,0.459,20663,Antique Stoneware Crock  dishware,,20598,route 666,0.459
20601,garlic cholesterol,0.3981,20601,garlic cholesterol,,20601,garlic cholesterol,0.3981,20601,garlic cholesterol,0.3981,20668,More cowbell,,20601,garlic cholesterol,0.3981
20603,klinger gaskets,0.3996,20603,klinger gaskets,,20603,klinger gaskets,0.3996,20603,klinger gaskets,0.3996,20669,eriogonum jamesii,,20603,klinger gaskets,0.3996
20604,honda insight,0.1996,20604,honda insight,,20604,honda insight,0.1996,20604,honda insight,0.1996,20682,sterling planet,,20604,honda insight,0.1996
20605,causes of the cold war,0.1048,20605,causes cold war warm cool conflict,,20605,causes warm cool conflict,0.0,20605,causes cold war Cold War,0.0842,20686,Washington  D C,,20605,caus of th cold war,0.0
20607,hawaii real estate,0.0239,20607,hawaii real estate honolulu oahu indeed actually property,,20607,honolulu oahu indeed actually property,0.0333,20607,hawaii real estate Hawaii Real estate,0.0239,20688,Skagit Valley The Herald  Everett,,20607,hawai real est,0.0
20608,cia hyde park,0.4348,20608,cia hyde park intelligence covert http   www co mo md us str  bb adjacent,,20608,intelligence covert http   www co mo md us str  bb adjacent,0.0,20608,cia hyde park Central Intelligence Agency Hyde Park  New York,0.2565,20691,airport parking,,20608,ci hyd park,0.0
20614,danny elfman,0.0378,20614,danny elfman,,20614,danny elfman,0.0378,20614,danny elfman,0.0378,20697,Dooney  amp  Bourke,,20614,danny elfman,0.0378
20617,cowboy crafts,0.2006,20617,cowboy crafts,,20617,cowboy crafts,0.2006,20617,cowboy crafts,0.2006,20699,pain relief,,20617,cowboy crafts,0.2006
20618,hematology reports,0.0105,20618,hematology reports,,20618,hematology reports,0.0105,20618,hematology reports,0.0105,20704,detroit riot,,20618,hematology reports,0.0105
20620,weather in eastern carribbean,0.1758,20620,weather eastern carribbean inclement rainy western southeastern el l mangxamba,,20620,inclement rainy western southeastern el l mangxamba,0.0,20620,weather eastern carribbean Weather Eastern United States Caribbean,0.1806,20705,choreathetosis,,20620,weather in eastern carribbean,0.1758
20622,pielet brothers,0.1155,20622,pielet brothers,,20622,pielet brothers,0.1155,20622,pielet brothers,0.1155,20708,Photograph Digital photography,,20622,pielet brothers,0.1155
20624,george sanders,0.1834,20624,george sanders,,20624,george sanders,0.1834,20624,george sanders,0.1834,20710,atlantis games,,20624,george sanders,0.1834
20625,wounded warrior act,0.0192,20625,wounded warrior act killed injured piyanart enacted,,20625,killed injured piyanart enacted,0.0,20625,wounded warrior act,0.0192,20713,Knott s Berry Farm,,20625,wound warrior act,0.0192
20628,krypton diagram,0.0156,20628,krypton diagram,,20628,krypton diagram,0.0156,20628,krypton diagram,0.0156,20718,sno bikes,,20628,krypton diagram,0.0156
20629,magnetic fields,0.0875,20629,magnetic fields,,20629,magnetic fields,0.0875,20629,magnetic fields,0.0875,20719,Barack Obama United States Senate Illinois,,20629,magnetic fields,0.0875
20630,tonga,0.4273,20630,tonga,,20630,tonga,0.4273,20630,tonga,0.4273,20721,Constitution of Italy,,20630,tonga,0.4273
20631,hague convention,0.2155,20631,hague convention,,20631,hague convention,0.2155,20631,hague convention,0.2155,20722,Pokémon Genie in the House,,20631,hague convention,0.2155
20641,new bedford rmv,0.3821,20641,new bedford rmv york same http   www co mo md us www slarmy org rhein main verkehrsverbund http   www alpa org,,20641,york same http   www co mo md us www slarmy org rhein main verkehrsverbund http   www alpa org,0.0,20641,new bedford rmv New Bedford  Massachusetts,0.3243,20725,Dooney  amp  Bourke Outlet store,,20641,new bedford rmv,0.3821
20642,ph levels,0.1021,20642,ph levels,,20642,ph levels,0.1021,20642,ph levels,0.1021,20726,Windows Vista Peripheral Printer  computing,,20642,ph levels,0.1021
20643,architects in new jersey,0.7679,20643,architects new jersey sculptors york same n j  new,,20643,sculptors york same n j  new,0.0,20643,architects new jersey New Jersey,0.6667,20727,ovulation calendar,,20643,architect in new jerse,0.0
20644,vice president richard nixon,0.1199,20644,vice president richard nixon president vice president vice rohch rohsh reagan eisenhower,,20644,president vice president vice rohch rohsh reagan eisenhower,0.0193,20644,vice president richard nixon Richard Nixon,0.1317,20729,Indian people,,20644,vic presid richard nixon,0.0481
20649,wentzville school district,0.0,20649,wentzville school district warrensburg ballwin students area,,20649,warrensburg ballwin students area,0.0,20649,wentzville school district Wentzville  Missouri School district,0.0,20732,Sint Maarten BBC Weather,,20649,wentzvil school district,0.0
20650,nicknames,0.1192,20650,nicknames,,20650,nicknames,0.1192,20650,nicknames,0.1192,20733,navy swords,,20650,nicknames,0.1192
20652,best free people finder,0.0,20652,best free people finder well better   giving others those tihg srivalo,,20652,well better   giving others those tihg srivalo,0.0,20652,best free people finder Google Person Finder,0.0,20736,Oakwood Friends School,,20652,best fre peopl finder,0.0
20655,foodnetwork,0.0039,20655,foodnetwork,,20655,foodnetwork,0.0039,20655,foodnetwork,0.0039,20738,Locks of Love,,20655,foodnetwork,0.0039
20656,1940 census,0.5323,20656,1940 census,,20656,1940 census,0.5323,20656,1940 census,0.5323,20740,Pelican Harbor Marina,,20656,1940 census,0.5323
20657,background disclosure forms,0.2325,20657,background disclosure forms  ccc disclosing example,,20657, ccc disclosing example,0.0,20657,background disclosure forms,0.2325,20741,Polk County  Texas Polk County  Texas,,20657,background disclosur form,0.2325
20658,east orange va,0.0,20658,east orange va west southeast yellow bright doo mah sihp,,20658,west southeast yellow bright doo mah sihp,0.0,20658,east orange va East Orange  New Jersey Orange  Virginia,0.0,20744,craig olejnik,,20658,east orang va,0.0
20660,berkley insurance,0.4089,20660,berkley insurance,,20660,berkley insurance,0.4089,20660,berkley insurance,0.4089,20746,borg warner,,20660,berkley insurance,0.4089
20661,technology in the medical field,0.0015,20661,technology medical field tech doctors hospital goals none,,20661,tech doctors hospital goals none,0.0,20661,technology medical field Technology Medicine,0.0,20748,carolina speedway,,20661,technolog in th med field,0.0
20662,abbeyville sc,0.0,20662,abbeyville sc,,20662,abbeyville sc,0.0,20662,abbeyville sc,0.0,20749,Hospital acquired pneumonia,,20662,abbeyville sc,0.0
20663,antique stoneware crock,0.4601,20663,antique stoneware crock furniture earthenware ceramic ooooooooooooooooooooooooooooooooooooooo spayr,,20663,furniture earthenware ceramic ooooooooooooooooooooooooooooooooooooooo spayr,0.0001,20663,antique stoneware crock Antique Stoneware Crock  dishware,0.4595,20752,brian nord,,20663,antiqu stonewar crock,0.4601
20668,more cowbell script,0.1712,20668,cowbell script oly      box  ccc screenplay,,20668,oly      box  ccc screenplay,0.0,20668,cowbell script More cowbell,0.239,20754,Eagle Airport Colorado,,20668,mor cowbel script,0.06
20669,eriogonum jamesii,0.7,20669,eriogonum jamesii,,20669,eriogonum jamesii,0.7,20669,eriogonum jamesii,0.7,20756,Bird bath,,20669,eriogonum jamesii,0.7
20682,sterling planet,0.8529,20682,sterling planet,,20682,sterling planet,0.8529,20682,sterling planet,0.8529,20757,Obesity hypoventilation syndrome,,20682,sterling planet,0.8529
20686,jobs in washington,0.342,20686,jobs washington employment d c  states,,20686,employment d c  states,0.0,20686,jobs washington Washington  D C,0.0,20762,Health Resources and Services Administration Nursing Scholarship,,20686,job in washingt,0.0
20688,skagit valley herald,0.0453,20688,skagit valley herald skaht snohomish hills tribune newspaper,,20688,skaht snohomish hills tribune newspaper,0.0,20688,skagit valley herald Skagit Valley The Herald  Everett,0.0319,20764,Green darner Dragonfly,,20688,skagit valle herald,0.0357
20691,airport parking,0.0,20691,airport parking,,20691,airport parking,0.0,20691,airport parking,0.0,20766,Medical prescription Anti obesity medication,,20691,airport parking,0.0
20697,dooney bourke look alike,0.3099,20697,dooney bourke look alike sandberger jahch tihg          likewise indeed,,20697,sandberger jahch tihg          look likewise indeed,0.0,20697,dooney bourke look alike Dooney  amp  Bourke,0.1737,20768,Road pricing,,20697,doone bourk look alik,0.0217
20699,pain relief,0.0885,20699,pain relief,,20699,pain relief,0.0885,20699,pain relief,0.0885,20771,Newport  Wales University of Wales  Newport California,,20699,pain relief,0.0885
20704,detroit riot,0.4329,20704,detroit riot,,20704,detroit riot,0.4329,20704,detroit riot,0.4329,20772,bree olson,,20704,detroit riot,0.4329
20705,choreathetosis,,20705,choreathetosis,,20705,choreathetosis,,20705,choreathetosis,,20773,football,,20705,choreathetosis,
20708,photograph to digital converter,0.0,20708,photograph digital converter photo video audio digital to analog,,20708,photo video audio digital to analog,0.0,20708,photograph digital converter Photograph Digital photography,0.0,20774,extreme dating,,20708,photograph to digit converter,0.0
20710,atlantis games,0.0,20710,atlantis games,,20710,atlantis games,0.0,20710,atlantis games,0.0,20776,Nissan Navara Fuel economy in automobiles,,20710,atlantis games,0.0
20713,knotts berry farm,0.1927,20713,knotts berry farm kd   kd   http   www co mo md us str  bb farmers,,20713,kd   kd   http   www co mo md us str  bb farmers,0.0,20713,knotts berry farm Knott s Berry Farm,0.2359,20777,Spain,,20713,knot ber farm,0.0
20718,sno bikes,0.4792,20718,sno bikes,,20718,sno bikes,0.4792,20718,sno bikes,0.4792,20781,Physical exercise Weight loss,,20718,sno bikes,0.4792
20719,barack obama senator for illinois,0.0295,20719,barack obama senator illinois obama hillary barack mccain sen  democrat ohio missouri,,20719,obama hillary barack mccain sen  democrat ohio missouri,0.0,20719,barack obama senator illinois Barack Obama United States Senate Illinois,0.0719,20783,tewksbury mass,,20719,barack obam sen for illino,0.0
20721,constitution of italy,0.2474,20721,constitution italy amendment italian italians,,20721,amendment italian italians,0.1025,20721,constitution italy Constitution of Italy,0.2466,20785,warrant officer,,20721,constitut of ita,0.0
20722,pokemon episode guide,0.1331,20722,pokemon episode guide   aou   em   finale guidebook,,20722,  aou   em   finale guidebook,0.0,20722,pokemon episode guide Pokémon Genie in the House,0.0004,20786,bbq rubs,,20722,pokemon episod guid,0.1331
